"seller_id","active_days","avg_revenue_per_day"
"0015a82c2db000af6aaaf3ae2ecb0532","3","895.0000000000000000"
"001cca7ae9ae17fb1caed9dfb1094831","153","163.9217647058823529"
"001e6ad469a905060d959994f1b41e4f","1","250.0000000000000000"
"002100f778ceb8431b7a1020ff7ab48f","42","29.3928571428571429"
"003554e2dce176b5555353e4f3555ac8","1","120.0000000000000000"
"004c9cd9d87a3c30c522c48c4fc07416","126","156.4500793650793651"
"00720abe85ba0859807595bbf045a33b","13","77.5000000000000000"
"00ab3eff1b5192e5f1a63bcecfee11c8","1","98.0000000000000000"
"00d8b143d12632bad99c0ad66ad52825","1","86.0000000000000000"
"00ee68308b45bc5e2660cd833c3f81cc","95","213.2631578947368421"
"00fc707aaaad2d31347cf883cd2dfe10","43","294.9976744186046512"
"010543a62bd80aa422851e79a3bc7540","2","708.0000000000000000"
"010da0602d7774602cd1b3f5fb7b709e","1","849.5000000000000000"
"011b0eaba87386a2ae96a7d32bb531d1","1","99.9800000000000000"
"01266d4c46afa519678d16a8b683d325","3","30.0833333333333333"
"013900e863eace745d3ec7614cab5b1a","22","73.6227272727272727"
"014c0679dd340a0e338872e7ec85666a","14","504.1428571428571429"
"014d9a685fd57276679edd00e07089e5","11","66.3527272727272727"
"0176f73cc1195f367f7b32db1e5b3aa8","36","131.4750000000000000"
"01bcc9d254a0143f0ce9791b960b2a47","11","138.2918181818181818"
"01c97ebb5cdac52891c0ed1c37ba0012","8","72.1875000000000000"
"01cf7e3d21494c41fb86034f2e714fa1","50","194.5872000000000000"
"01ed254b9ff8407dfb9d99ba1e17d923","5","293.1980000000000000"
"01fd077212124329bac32490e8ef80d9","24","50.3333333333333333"
"01fdefa7697d26ad920e9e0346d4bd1b","109","136.8938532110091743"
"0241d4d5d36f10f80c644447315af0bd","155","202.5658064516129032"
"0249d282d911d23cb8b869ab49c99f53","11","35.7272727272727273"
"024b564ae893ce8e9bfa02c10a401ece","2","353.2000000000000000"
"028872bfa080090a9d0abd4f1af168f8","1","70.5000000000000000"
"02a2272692e13558373c66db98f05e2e","2","27.4900000000000000"
"02b72cdeb9cfcc429f1af6f4e3f3b737","4","130.6625000000000000"
"02c988090b766852e088c69d7fb3b551","13","124.5115384615384615"
"02d35243ea2e497335cd0f076b45675d","13","445.6923076923076923"
"02dcd3e8e25bee036e32512bcf175493","12","124.3250000000000000"
"02ecc2a19303f05e59ce133fd923fff7","21","250.6757142857142857"
"02f5837340d7eb4f653d676c7256523a","27","143.8166666666666667"
"02f623a8eb246f3c5f7c2f96462654e6","36","177.1666666666666667"
"0307f7565ff85b299b6e5ef162b1b1a9","7","675.5428571428571429"
"0336182e1b3e92f029d5354832045fdf","1","29.8000000000000000"
"034b9387752bfa309f350a70cd45ffa3","8","12.0000000000000000"
"038b75b729c8a9a04b0d07cba7eabe86","2","233.5000000000000000"
"039b29ff3b3473435d0cd59040575de9","9","12.7666666666666667"
"039e6ad9dae79614493083e241147386","5","2585.0000000000000000"
"03a2a6dcbe45d639c4dc2a0d24769c40","9","119.8233333333333333"
"03bd479e1d9484cdb14104d3023f7321","3","119.9000000000000000"
"0417b067eeab773d2f7061a726dc477f","12","154.9316666666666667"
"042573af89b6d931f672efaf789d8358","3","137.8266666666666667"
"04308b1ee57b6625f47df1d56f00eedf","61","985.7475409836065574"
"0432ead42b6c8a0bdf68154add917fdf","76","102.5276315789473684"
"044668ccd5316b12a7cf0d54a156e3e9","3","45.9333333333333333"
"04843805947f0fc584fc1969b6e50fe7","1","1400.0000000000000000"
"048c2757535328e0d7dac690ad3c0aae","51","181.6623529411764706"
"04aa0a1c5ce6b222003403a3e11c3cc0","11","501.6363636363636364"
"04aba03279157f6d4e0fe8ccaf21963c","16","160.9937500000000000"
"04e38a233f726ef161074ab1c9b0399a","19","71.1684210526315789"
"04ee0ec01589969663ba5967c0e0bdc0","1","289.4900000000000000"
"04fdea0c111866e6cf812f1570d6b5bd","10","105.5000000000000000"
"0509040ea3fe50071181bbc359eb7738","73","51.2047945205479452"
"052577151711aec5c744fe12e66db3e1","4","687.0000000000000000"
"054694fa03fe82cec4b7551487331d74","19","525.4263157894736842"
"056b4ada5bbc2c50cc7842547dda6b51","55","224.2434545454545455"
"0570350b23eda5444f8d1d9544932058","6","104.4833333333333333"
"05730013efda596306417c3b09302475","4","238.0000000000000000"
"058cb5aeb36d7c0fcae20fc85d5e0a59","12","110.6666666666666667"
"058fd0aa2bfdb2274e05e1ae971dabb6","51","150.3509803921568627"
"05a48cc8859962767935ab9087417fbb","1","42.9000000000000000"
"05a940b4ecae36cadfd8e93bd9c43257","10","95.2000000000000000"
"05aebce0b5c8f0d41b29b686f2d05fd3","2","37.4950000000000000"
"05ca864204d09595ae591b93ea9cf93d","1","179.9000000000000000"
"05d2173d43ea568aa0540eba70d2ca76","52","110.7626923076923077"
"05e107217c7266362fd44b75b2cd4cc4","4","48.3450000000000000"
"05f51e13da97139648b8125c31e5f51b","49","281.0002040816326531"
"05feb94f19d094d4b0f9281f0b1d4c99","6","1558.8333333333333333"
"05ff92fedb5be47920fea08e501238b9","57","385.8382456140350877"
"062c325cd6a2b87845fab56b4ec2eeae","2","66.6100000000000000"
"062ce95fa2ad4dfaedfc79260130565f","48","156.6875000000000000"
"06532f10282704ef4c69168b914b77be","8","1277.5625000000000000"
"06579cb253ecd5a3a12a9e6eb6bf8f47","57","82.9333333333333333"
"066a6914e1ebf3ea95a216c73a986b91","63","149.3711111111111111"
"0691148aee60ca47977c187804f935ae","44","133.3752272727272727"
"0692610d8abe24f287e9fae90ea0bbee","4","43.4975000000000000"
"06a2c3af7b3aee5d69171b0e14f0ee87","133","273.7515037593984962"
"06bb3a2fe5e7b7a845b13e8fb91bd944","17","90.3641176470588235"
"06df0c10d34e459d9672bc77388742eb","21","431.9047619047619048"
"06e5eefc71ec47ae763c5c6f8db7064f","83","267.3320481927710843"
"07017df32dc5f2f1d2801e579548d620","8","118.3112500000000000"
"070d165398b553f3b4b851c216b8a358","31","109.4567741935483871"
"0725b8c0f3f906e58f70cbe76b7c748c","16","136.8937500000000000"
"0743a0239d764b9a0f959a57d07e36ab","4","84.2400000000000000"
"0747d5bb69f0586cc869d8af4c50f93e","14","24.7571428571428571"
"0761743cbffb25d7148189e9f1a5f03a","3","80.4000000000000000"
"077c5fae4bea9500e3737b16f71b9d3a","4","26.7000000000000000"
"0791d9fc1e30678ecf03d3e55fa108d3","5","168.4000000000000000"
"079d295dcbf06ee8bb1b65ba964eb2b6","4","87.3250000000000000"
"07a9bc7f61396b658ddf3ac534efe44c","1","119.9000000000000000"
"07bf9669d84d1f11be443a9dd938f698","17","104.4705882352941176"
"07d75e33f2750d97d467fb57e4dfdd8a","2","361.2000000000000000"
"07de60b03d150fb3ea09eab5da5e4c8b","9","79.9000000000000000"
"07e8e8fc5222bb358e6f259da3197074","2","25.9000000000000000"
"080102cd0a76b09e0dcf55fcacc60e05","99","57.7452525252525253"
"080199a181c46c657dc5aa235411be3b","69","210.2057971014492754"
"08061dc0fc165ed41288cc7acde738ee","4","30.9500000000000000"
"08084d990eb3f53af056ccbc1730c8a7","12","31.0416666666666667"
"081acf3de680d554796c9cf041be7bc2","4","399.3250000000000000"
"082e0bf4cb865a6533b1e8e498cc0255","11","188.4818181818181818"
"085f6f7e049c996695fb2074fe38d45e","6","50.9000000000000000"
"08633c14ef2db992c11f840f04fad4cd","65","117.6046153846153846"
"0873d9f8f36123f8d910f4760e788cfb","6","1210.9316666666666667"
"0885aaf116795758dfeb5f1032487bcd","27","98.0740740740740741"
"0887a9f087bcd5d9f6642b52f897fc6c","9","182.4444444444444444"
"08ad4ac1388e4420ca531c3edfc46198","5","44.3240000000000000"
"08cdbae123ff67ca4e36d9d641ce0119","4","774.7475000000000000"
"08d0949a9a17c027262db1f3c450c26c","12","27.0666666666666667"
"08d1c9478fb0d7d7fcac9c0da4e82fc7","1","538.0000000000000000"
"08d2d642cf72b622b14dde1d2f5eb2f5","17","53.7647058823529412"
"08f5819815f3d06545011850bd70f0a8","3","150.6666666666666667"
"091065b789659bc3cd9af9cb3a6253ff","2","679.5000000000000000"
"0936e1837d0c79253456bbb2ffaaef10","1","38.9000000000000000"
"093805f8f2aeb63881444571e1f48f30","22","55.2631818181818182"
"094ced053e257ae8cae57205592d6712","17","89.3647058823529412"
"0951a6e282947e09cd47969f4ed0b47f","7","70.3285714285714286"
"09883d9ab71c8fe8a9bfc7fc3075b07e","5","65.9000000000000000"
"099095b050cfe8eb1ddff5317587e96e","17","305.5194117647058824"
"09bad886111255c5b5030314fc7f1a4a","5","97.5000000000000000"
"09f952a5f58d2285b0372551ae8f9b01","49","241.2551020408163265"
"0a198e95d32b1be2da9424c962a6ebfa","1","69.9900000000000000"
"0a82f5fb06a4fe4ac2cf7cb412ec71b8","2","231.0000000000000000"
"0a85ebe4e328db81ac9109781205e2f7","11","60.7181818181818182"
"0aa124728afc1131dff5655f4c6f487b","2","425.4600000000000000"
"0aa2205ca24f113f4658a5c536667426","4","203.9050000000000000"
"0ac4201fda2c68ebc0e47cb9423cf3c9","12","139.7400000000000000"
"0ad80de75c811326389cfb1daba7d45e","6","241.5666666666666667"
"0adac9fbd9a2b63cccaac4f8756c1ca8","93","171.6231182795698925"
"0ade5cc4a305ed7093a23f68ca47519c","2","79.4400000000000000"
"0aea4c6ae1505b3228ddf3dd7822ee5b","8","178.4887500000000000"
"0af2ab31141893d26aca5a404a537dab","1","59.0000000000000000"
"0af977692321d895349eded183341d28","2","128.8750000000000000"
"0afccdb8a34ee5c79f7c06faf2b4d56e","24","51.0625000000000000"
"0b09101900100c0e9d312861fad5a1b9","1","153.7500000000000000"
"0b0ddbc7b9d9584f442c7ac92b0ff6c9","3","472.2533333333333333"
"0b18d63d0cd1d723567903fd34a07df2","9","186.4600000000000000"
"0b1ca3ef18a63d7eb0c8897fa0849c08","1","55.0000000000000000"
"0b35c634521043bf4b47e21547b99ab5","47","287.9500000000000000"
"0b36063d5818f81ccb94b54adfaebbf5","1","765.0000000000000000"
"0b3f27369a4d8df98f7eb91077e438ac","2","73.2550000000000000"
"0b46f784306be7200ca1700aa55d819f","1","19.9000000000000000"
"0b64bcdb0784abc139af04077d49a20e","4","34.4000000000000000"
"0b90b6df587eb83608a64ea8b390cf07","101","283.0922772277227723"
"0bae85eb84b9fb3bd773911e89288d54","117","63.9505128205128205"
"0bb27263628258b8111a0262769fa9db","1","22.2000000000000000"
"0bb738e4d789e63e2267697c42d35a2d","28","85.2964285714285714"
"0be8ff43f22e456b4e0371b2245e4d01","121","97.5661157024793388"
"0bebbb2cea103a4a020c95d43fd7d754","8","170.9000000000000000"
"0bf0150d5b9d60d9cd2906003332f085","36","160.4055555555555556"
"0bfd0b434243adc5c2e1aa6baf19c6aa","6","61.8666666666666667"
"0c7533c71df861ec58ad7ff999ed0e8d","56","53.3803571428571429"
"0c7f30ae9b147eca07affbef92832a6a","5","95.9000000000000000"
"0c8380b62e38e8a1e6adbeba7eb9688c","126","137.6888095238095238"
"0cab2da43793a6f3c5ed8514c5f54627","3","103.2333333333333333"
"0cbcee27c791afa0cdcb08587a2013a8","38","140.1092105263157895"
"0d33a55da925bbf1ff02af5f6059fc7f","21","26.0619047619047619"
"0d4c8269e7f0401201794deef160edd6","3","264.2133333333333333"
"0d83f8e03188682112cc0d93523705cc","4","174.0650000000000000"
"0d85bbda9889ce1f7e63778d24f346eb","44","110.1181818181818182"
"0daf5180aa44356f60f8effa533b55a2","2","72.4000000000000000"
"0db783cfcd3b73998abc6e10e59a102f","111","81.7783783783783784"
"0dd184061fb0eaa7ca37932c68ab91c5","104","177.3742307692307692"
"0ddefe3c7a032b91f4e25b9c3a08fca1","8","50.3625000000000000"
"0df3984f9dfb3d49ac6366acbd3bbb85","72","139.1873611111111111"
"0dfbed20065e425d2eaefb101f9816c0","3","28.1166666666666667"
"0e44d110fa6a54e121cb2c095a77762f","6","37.2200000000000000"
"0e72c1a751b496722a6cb1f10653b62a","3","46.9333333333333333"
"0e982cff76cc0579f632cea8a0e38c9d","7","186.7628571428571429"
"0ea22c1cfbdc755f86b9b54b39c16043","185","57.9010810810810811"
"0eaa7e33d73809f1f925f7d07c506cbd","13","119.3846153846153846"
"0ebd97a106433a45a4aebe57c1799778","31","98.2838709677419355"
"0ec28cec4046a4a199b6de9b4c891d97","3","98.8666666666666667"
"0ed6ce5d87fd9c69eaacaeb778d67235","37","57.8762162162162162"
"0ee4fb99ac55ffbbc98795aa01b7f8fa","1","59.9000000000000000"
"0ef83d7d83ed97cd2a0049ac8be5f88a","41","107.8295121951219512"
